url,label
http://amazon.account.login.account.invalid/signin,1
http://outlook-billing-security.example/login,1
http://192.0.2.10/apple/password?session=938274,1
https://xn--outlook-password-9za.test/login,1
http://microsoft-billing.example/%2Fbilling%3Faccount,1
http://office365-password-security.example/login,1
http://198.51.100.25/paypal/login?session=938274,1
http://paypal.password.confirm.account.example/signin,1
http://outlook.confirm.confirm.account.test/signin,1
https://microsoft.com,0
http://office365-security-alert.invalid/password/password/confirm?user=123456,1
https://apple.com/search?q=cybersecurity,0
https://apple.com/support/contact,0
http://bank.update.account.test/login,1
https://apple.com,0
https://wikipedia.org/products?category=software,0
https://cloudflare.com,0
http://office365-confirm-security.test/account,1
https://microsoft.com/about,0
http://amazon-security-alert.test/billing/password/confirm?user=123456,1
http://outlook-billing-security.test/confirm,1
http://microsoft-account-security.invalid/verify,1
https://cloudflare.com/products?category=software,0
http://office365.login.unlock.account.test/signin,1
https://apple.com/help,0
http://apple-security-alert.test/billing/password/confirm?user=123456,1
https://python.org/search?q=cybersecurity,0
http://office365-security-alert.test/password/password/confirm?user=123456,1
https://xn--office365-update-9za.test/confirm,1
https://github.com/search?q=cybersecurity,0
http://outlook-security-alert.invalid/account/password/confirm?user=123456,1
https://python.org/help,0
https://microsoft.com/account/settings,0
https://google.com/docs,0
http://office365.billing.account.invalid/login,1
http://secure-amazon-billing.invalid:8080/login,1
http://outlook-password-security.invalid/password,1
http://bank-verify.invalid/%2Fbilling%3Faccount,1
http://google-confirm-security.test/update,1
http://paypal-security-alert.invalid/verification/password/confirm?user=123456,1
http://apple-verification-security.test/account,1
https://apple.com/support/contact,0
https://github.com/,0
https://microsoft.com/support/contact,0
http://apple.confirm.secure.account.test/signin,1
http://outlook-verification.invalid/%2Faccount%3Faccount,1
http://bank-password-security.test/unlock,1
https://example.com/,0
https://apple.com/about,0
https://microsoft.com/docs,0
https://example.com/search?q=cybersecurity,0
http://192.0.2.175/bank/login?session=938274,1
https://stackoverflow.com/blog/security,0
https://microsoft.com/,0
https://microsoft.com/blog/security,0
https://microsoft.com/,0
https://python.org/search?q=cybersecurity,0
https://stackoverflow.com/search?q=cybersecurity,0
https://amazon.com/products?category=software,0
https://microsoft.com/about,0
https://stackoverflow.com/about,0
https://python.org/about,0
http://bank-account.test/%2Funlock%3Faccount,1
https://github.com/support/contact,0
https://google.com/products?category=software,0
https://google.com/products?category=software,0
http://google-security-alert.invalid/account/password/confirm?user=123456,1
http://google.billing.account.test/login,1
https://apple.com,0
https://xn--amazon-verification-9za.invalid/verification,1
http://google.unlock.confirm.account.test/signin,1
https://example.com/support/contact,0
https://microsoft.com/,0
https://amazon.com/,0
https://microsoft.com/account/settings,0
https://google.com/support/contact,0
https://microsoft.com/about,0
https://xn--apple-billing-9za.example/account,1
http://203.0.113.50/outlook/verify?session=938274,1
http://google-account.invalid/%2Fpassword%3Faccount,1
https://xn--office365-secure-9za.test/secure,1
https://xn--google-verify-9za.example/login,1
http://paypal-account.test/%2Fpassword%3Faccount,1
http://microsoft-security-alert.example/unlock/password/confirm?user=123456,1
https://python.org/blog/security,0
https://github.com/products?category=software,0
https://xn--microsoft-account-9za.example/verify,1
https://wikipedia.org/support/contact,0
https://amazon.com/docs,0
https://example.com,0
https://cloudflare.com/support/contact,0
http://google.verify.account.account.test/signin,1
https://wikipedia.org/docs,0
https://example.com/products?category=software,0
http://bank.account.account.test/login,1
http://office365-account-security.test/confirm,1
https://stackoverflow.com/help,0
https://amazon.com/account/settings,0
http://amazon-billing.invalid/%2Funlock%3Faccount,1
https://google.com/help,0
http://microsoft.password.login.account.test/signin,1
http://secure-microsoft-confirm.test:8080/login,1
https://xn--office365-confirm-9za.example/login,1
https://python.org/support/contact,0
https://stackoverflow.com/about,0
http://outlook-confirm.test/%2Fsecure%3Faccount,1
http://amazon-verify-security.example/confirm,1
https://amazon.com/account/settings,0
http://microsoft.verify.password.account.invalid/signin,1
https://google.com/,0
http://secure-microsoft-billing.invalid:8080/secure,1
https://google.com/about,0
http://office365.unlock.account.invalid/login,1
https://microsoft.com/support/contact,0
http://198.51.100.25/amazon/update?session=938274,1
https://google.com/support/contact,0
http://microsoft.unlock.update.account.invalid/signin,1
http://outlook-update-security.test/verification,1
http://apple.confirm.password.account.invalid/signin,1
https://microsoft.com/blog/security,0
http://secure-amazon-confirm.example:8080/verify,1
http://outlook-security-alert.test/password/password/confirm?user=123456,1
https://github.com/blog/security,0
http://secure-microsoft-confirm.invalid:8080/verify,1
http://microsoft-verify.test/%2Fconfirm%3Faccount,1
https://python.org/,0
https://stackoverflow.com/,0
http://office365-verify.test/%2Fupdate%3Faccount,1
http://office365-verify-security.invalid/password,1
https://apple.com/help,0
https://wikipedia.org/products?category=software,0
https://google.com/blog/security,0
http://apple-security-alert.test/update/password/confirm?user=123456,1
http://192.0.2.175/google/billing?session=938274,1
http://secure-paypal-unlock.test:8080/billing,1
http://apple.confirm.update.account.example/signin,1
http://outlook-verify-security.example/update,1
http://outlook-security-alert.test/billing/password/confirm?user=123456,1
https://apple.com/blog/security,0
http://secure-office365-account.invalid:8080/password,1
https://google.com/account/settings,0
https://wikipedia.org,0
https://xn--outlook-billing-9za.test/verify,1
https://amazon.com/,0
https://xn--office365-login-9za.test/login,1
http://192.0.2.175/microsoft/confirm?session=938274,1
http://microsoft-security-alert.invalid/account/password/confirm?user=123456,1
https://microsoft.com/docs,0
http://bank-security-alert.test/secure/password/confirm?user=123456,1
http://microsoft-security-alert.example/secure/password/confirm?user=123456,1
https://apple.com/support/contact,0
http://office365.confirm.account.example/login,1
https://cloudflare.com/,0
http://192.0.2.10/microsoft/verify?session=938274,1
https://wikipedia.org/blog/security,0
https://python.org/account/settings,0
https://microsoft.com/,0
https://cloudflare.com/account/settings,0
http://amazon-confirm-security.invalid/verify,1
http://secure-amazon-password.test:8080/unlock,1
http://microsoft-secure.example/%2Fconfirm%3Faccount,1
https://python.org/support/contact,0
https://apple.com/support/contact,0
https://microsoft.com/,0
https://github.com/account/settings,0
http://outlook.account.account.invalid/login,1
http://office365.update.password.account.test/signin,1
http://google.verification.account.example/login,1
https://cloudflare.com/products?category=software,0
https://python.org/about,0
https://wikipedia.org/account/settings,0
https://amazon.com/help,0
https://microsoft.com/help,0
https://microsoft.com/products?category=software,0
https://cloudflare.com/support/contact,0
https://stackoverflow.com/about,0
http://google-security-alert.test/unlock/password/confirm?user=123456,1
http://secure-microsoft-secure.test:8080/unlock,1
https://xn--amazon-login-9za.test/secure,1
http://paypal-account.example/%2Fconfirm%3Faccount,1
https://amazon.com/blog/security,0
http://outlook-unlock-security.test/verification,1
http://paypal-update.invalid/%2Fbilling%3Faccount,1
https://amazon.com/blog/security,0
http://amazon.verify.update.account.test/signin,1
https://python.org/account/settings,0
http://apple-account.example/%2Fupdate%3Faccount,1
https://microsoft.com/products?category=software,0
https://stackoverflow.com/help,0
https://stackoverflow.com/docs,0
https://microsoft.com/docs,0
http://outlook.billing.update.account.example/signin,1
https://github.com,0
https://amazon.com/support/contact,0
https://xn--amazon-unlock-9za.invalid/update,1
https://stackoverflow.com/blog/security,0
https://xn--office365-confirm-9za.invalid/unlock,1
http://198.51.100.25/paypal/secure?session=938274,1
http://google.unlock.verify.account.test/signin,1
http://203.0.113.50/bank/verification?session=938274,1
http://google-account-security.invalid/verify,1
http://microsoft-confirm.invalid/%2Fconfirm%3Faccount,1
http://apple-security-alert.example/verify/password/confirm?user=123456,1
http://amazon-verify.example/%2Funlock%3Faccount,1
https://wikipedia.org/support/contact,0
http://google-security-alert.test/confirm/password/confirm?user=123456,1
https://github.com/help,0
http://apple-security-alert.test/unlock/password/confirm?user=123456,1
http://bank-secure-security.invalid/verify,1
https://xn--bank-unlock-9za.invalid/update,1
http://secure-bank-update.example:8080/unlock,1
https://amazon.com/docs,0
http://203.0.113.50/bank/confirm?session=938274,1
https://microsoft.com/,0
http://office365-verify-security.test/billing,1
http://amazon-login-security.invalid/password,1
https://xn--apple-confirm-9za.invalid/account,1
https://github.com/help,0
https://stackoverflow.com/,0
https://github.com/docs,0
https://wikipedia.org/help,0
http://192.0.2.10/google/password?session=938274,1
https://google.com/about,0
http://apple-verify.invalid/%2Fupdate%3Faccount,1
http://secure-bank-billing.example:8080/update,1
https://cloudflare.com/support/contact,0
https://microsoft.com,0
http://google-login.example/%2Fconfirm%3Faccount,1
http://secure-outlook-verify.invalid:8080/verify,1
https://cloudflare.com/help,0
http://microsoft-verify-security.invalid/confirm,1
https://apple.com/search?q=cybersecurity,0
https://stackoverflow.com/docs,0
http://microsoft-secure.example/%2Faccount%3Faccount,1
https://wikipedia.org/search?q=cybersecurity,0
https://stackoverflow.com/help,0
http://secure-outlook-billing.example:8080/confirm,1
http://google-security-alert.invalid/update/password/confirm?user=123456,1
https://github.com/blog/security,0
http://secure-paypal-unlock.invalid:8080/update,1
https://stackoverflow.com/,0
http://apple-update-security.invalid/verification,1
http://google-secure.invalid/%2Fverification%3Faccount,1
http://office365.billing.account.invalid/login,1
https://python.org/about,0
https://cloudflare.com/support/contact,0
https://apple.com/about,0
https://python.org/support/contact,0
https://stackoverflow.com,0
https://github.com/support/contact,0
http://bank.update.unlock.account.test/signin,1
http://outlook.password.unlock.account.invalid/signin,1
https://amazon.com/,0
http://192.0.2.10/microsoft/unlock?session=938274,1
http://google.secure.account.invalid/login,1
https://amazon.com/help,0
http://outlook-security-alert.test/unlock/password/confirm?user=123456,1
https://python.org/support/contact,0
https://stackoverflow.com/blog/security,0
http://secure-microsoft-billing.example:8080/verification,1
https://github.com/docs,0
http://google-confirm.test/%2Fbilling%3Faccount,1
https://xn--amazon-verify-9za.test/update,1
http://microsoft.account.password.account.example/signin,1
https://amazon.com,0
https://cloudflare.com/search?q=cybersecurity,0
https://github.com/products?category=software,0
https://cloudflare.com/help,0
https://apple.com/account/settings,0
http://bank-verify-security.invalid/billing,1
https://microsoft.com/help,0
https://example.com/docs,0
https://amazon.com/search?q=cybersecurity,0
https://amazon.com,0
https://xn--bank-billing-9za.invalid/update,1
http://google-password.invalid/%2Fconfirm%3Faccount,1
http://amazon.confirm.account.example/login,1
https://wikipedia.org/blog/security,0
http://bank-account.test/%2Fpassword%3Faccount,1
http://198.51.100.25/bank/verify?session=938274,1
https://example.com/,0
https://stackoverflow.com/docs,0
https://xn--office365-update-9za.test/verification,1
https://google.com/about,0
http://microsoft.unlock.verify.account.example/signin,1
http://paypal.account.unlock.account.invalid/signin,1
http://outlook.verification.account.invalid/login,1
https://amazon.com/help,0
http://192.0.2.10/bank/verify?session=938274,1
http://office365-password-security.invalid/billing,1
https://python.org/search?q=cybersecurity,0
http://apple-security-alert.invalid/password/password/confirm?user=123456,1
http://203.0.113.50/outlook/verify?session=938274,1
http://amazon-security-alert.test/confirm/password/confirm?user=123456,1
https://stackoverflow.com/about,0
https://wikipedia.org/about,0
https://stackoverflow.com/support/contact,0
https://amazon.com,0
http://203.0.113.50/outlook/account?session=938274,1
https://amazon.com/support/contact,0
http://amazon.account.account.example/login,1
http://paypal-security-alert.invalid/account/password/confirm?user=123456,1
http://office365.account.account.example/login,1
https://example.com/docs,0
https://amazon.com/search?q=cybersecurity,0
https://python.org/products?category=software,0
https://cloudflare.com/,0
https://google.com/help,0
http://203.0.113.50/outlook/unlock?session=938274,1
https://apple.com/,0
https://microsoft.com/,0
http://secure-apple-account.invalid:8080/account,1
https://python.org/products?category=software,0
http://microsoft-confirm.test/%2Fupdate%3Faccount,1
https://apple.com/docs,0
https://wikipedia.org/support/contact,0
https://github.com/account/settings,0
http://amazon.confirm.secure.account.invalid/signin,1
http://198.51.100.25/microsoft/billing?session=938274,1
http://outlook-login.example/%2Fconfirm%3Faccount,1
http://google-security-alert.example/unlock/password/confirm?user=123456,1
https://apple.com/help,0
https://example.com/about,0
https://wikipedia.org,0
https://wikipedia.org/help,0
http://microsoft.account.account.test/login,1
http://amazon.unlock.billing.account.invalid/signin,1
http://apple.secure.account.invalid/login,1
https://amazon.com/account/settings,0
https://microsoft.com/account/settings,0
https://apple.com/,0
http://203.0.113.50/paypal/password?session=938274,1
https://amazon.com/,0
http://apple.verification.account.example/login,1
https://wikipedia.org/help,0
https://apple.com/account/settings,0
http://192.0.2.175/google/verification?session=938274,1
https://example.com/help,0
http://amazon-security-alert.example/login/password/confirm?user=123456,1
http://bank-password-security.example/password,1
https://wikipedia.org/search?q=cybersecurity,0
https://amazon.com/help,0
https://google.com/,0
http://paypal-security-alert.invalid/secure/password/confirm?user=123456,1
http://secure-paypal-billing.example:8080/unlock,1
https://python.org/help,0
http://amazon-security-alert.example/update/password/confirm?user=123456,1
https://wikipedia.org/blog/security,0
https://cloudflare.com/help,0
https://stackoverflow.com/search?q=cybersecurity,0
https://amazon.com/docs,0
https://github.com/support/contact,0
https://stackoverflow.com,0
https://wikipedia.org/support/contact,0
http://secure-paypal-password.invalid:8080/account,1
https://github.com/support/contact,0
https://cloudflare.com/,0
https://apple.com/search?q=cybersecurity,0
http://google.account.login.account.example/signin,1
http://office365.billing.account.test/login,1
https://example.com/,0
https://github.com/account/settings,0
https://wikipedia.org/docs,0
https://apple.com/about,0
https://xn--paypal-secure-9za.test/login,1
https://python.org/support/contact,0
https://wikipedia.org,0
https://python.org/about,0
https://amazon.com,0
https://xn--amazon-verification-9za.test/account,1
http://microsoft.billing.secure.account.test/signin,1
http://secure-google-verification.invalid:8080/update,1
http://203.0.113.50/outlook/verify?session=938274,1
http://secure-office365-verify.test:8080/secure,1
https://github.com/help,0
http://198.51.100.25/outlook/password?session=938274,1
http://paypal-verification.example/%2Fbilling%3Faccount,1
http://google-verify-security.example/login,1
http://google.verification.account.test/login,1
http://office365-security-alert.example/unlock/password/confirm?user=123456,1
https://python.org/about,0
https://xn--paypal-login-9za.example/update,1
http://outlook.confirm.login.account.invalid/signin,1
https://github.com/docs,0
http://bank.verify.verification.account.test/signin,1
https://microsoft.com/account/settings,0
https://amazon.com/blog/security,0
http://secure-google-confirm.invalid:8080/verify,1
http://amazon.update.password.account.invalid/signin,1
https://amazon.com/blog/security,0
https://python.org,0
https://apple.com/help,0
https://google.com/search?q=cybersecurity,0
https://amazon.com/account/settings,0
https://wikipedia.org/search?q=cybersecurity,0
https://xn--microsoft-password-9za.example/secure,1
https://example.com/,0
https://cloudflare.com/,0
http://paypal.update.account.test/login,1
http://paypal.verification.confirm.account.invalid/signin,1
http://secure-amazon-secure.invalid:8080/unlock,1
http://paypal.confirm.account.invalid/login,1
http://office365.verify.password.account.example/signin,1
https://amazon.com/,0
http://amazon.confirm.account.account.example/signin,1
http://office365-account-security.invalid/unlock,1
http://amazon-login-security.test/secure,1
http://bank-verify-security.invalid/unlock,1
http://bank-security-alert.test/billing/password/confirm?user=123456,1
https://microsoft.com/search?q=cybersecurity,0
https://xn--amazon-confirm-9za.test/verify,1
https://example.com/search?q=cybersecurity,0
https://example.com/help,0
https://wikipedia.org/about,0
http://microsoft-unlock-security.test/password,1
http://apple-verification.invalid/%2Fupdate%3Faccount,1
http://secure-apple-verify.test:8080/billing,1
https://wikipedia.org/docs,0
https://wikipedia.org/about,0
http://bank.password.account.example/login,1
https://amazon.com/about,0
http://203.0.113.50/google/account?session=938274,1
https://python.org/docs,0
http://microsoft-verification.test/%2Fverify%3Faccount,1
https://wikipedia.org/blog/security,0
http://192.0.2.175/office365/secure?session=938274,1
https://wikipedia.org/support/contact,0
https://amazon.com/docs,0
http://office365-confirm-security.example/update,1
https://cloudflare.com/support/contact,0
http://secure-outlook-verification.test:8080/verification,1
https://cloudflare.com/docs,0
http://office365.account.account.example/login,1
https://example.com/support/contact,0
https://example.com/,0
https://apple.com/help,0
http://198.51.100.25/apple/update?session=938274,1
http://office365.account.account.example/login,1
https://google.com,0
https://github.com/about,0
https://cloudflare.com/support/contact,0
http://outlook-verify-security.example/verification,1
https://stackoverflow.com/blog/security,0
http://192.0.2.175/paypal/login?session=938274,1
https://xn--bank-verify-9za.test/verify,1
http://microsoft-verify.example/%2Funlock%3Faccount,1
http://office365-secure.example/%2Fupdate%3Faccount,1
http://apple-update.example/%2Fpassword%3Faccount,1
http://google-confirm.invalid/%2Fverify%3Faccount,1
http://google-confirm-security.invalid/verification,1
http://google.secure.account.invalid/login,1
https://google.com/account/settings,0
http://bank.password.account.example/login,1
https://google.com,0
http://google-security-alert.invalid/confirm/password/confirm?user=123456,1
https://github.com/help,0
http://google-password.example/%2Fbilling%3Faccount,1
https://example.com/account/settings,0
https://microsoft.com/,0
https://python.org/help,0
http://203.0.113.50/office365/confirm?session=938274,1
http://bank-secure.invalid/%2Fverify%3Faccount,1
https://microsoft.com,0
http://amazon-security-alert.invalid/confirm/password/confirm?user=123456,1
http://outlook.update.account.example/login,1
http://bank.secure.account.example/login,1
https://wikipedia.org,0
http://amazon.password.account.example/login,1
https://python.org/account/settings,0
http://amazon-security-alert.example/unlock/password/confirm?user=123456,1
https://example.com/support/contact,0
https://xn--outlook-billing-9za.invalid/confirm,1
https://example.com/products?category=software,0
https://stackoverflow.com,0
http://amazon.secure.verification.account.invalid/signin,1
http://paypal-security-alert.example/account/password/confirm?user=123456,1
https://stackoverflow.com/help,0
https://python.org/docs,0
http://amazon-security-alert.example/confirm/password/confirm?user=123456,1
https://apple.com/support/contact,0
https://google.com/search?q=cybersecurity,0
http://microsoft-security-alert.invalid/account/password/confirm?user=123456,1
https://apple.com/support/contact,0
https://apple.com/account/settings,0
https://github.com/account/settings,0
https://microsoft.com/account/settings,0
http://amazon-password.test/%2Fupdate%3Faccount,1
https://example.com/blog/security,0
https://wikipedia.org/help,0
http://198.51.100.25/bank/confirm?session=938274,1
http://198.51.100.25/bank/login?session=938274,1
http://secure-bank-login.test:8080/unlock,1
https://cloudflare.com/blog/security,0
http://bank-update.example/%2Funlock%3Faccount,1
https://wikipedia.org,0
http://192.0.2.175/office365/billing?session=938274,1
http://bank-security-alert.invalid/billing/password/confirm?user=123456,1
https://xn--microsoft-password-9za.test/verification,1
http://amazon.confirm.verify.account.example/signin,1
http://bank-secure-security.test/password,1
https://example.com/products?category=software,0
https://cloudflare.com/account/settings,0
https://google.com/help,0
https://wikipedia.org/,0
http://secure-amazon-verification.test:8080/verification,1
https://stackoverflow.com/docs,0
https://python.org/help,0
https://wikipedia.org/blog/security,0
https://github.com/account/settings,0
https://example.com,0
https://apple.com/support/contact,0
http://apple.update.account.test/login,1
https://apple.com/help,0
https://xn--paypal-verify-9za.example/billing,1
https://github.com/account/settings,0
https://google.com/blog/security,0
http://bank.password.verification.account.invalid/signin,1
